of,fecha,line,sku,marca,envase,tipo_envase,material_precio,node_marca,node_volumen,node_pack,node_envase,node,h_tot,hl,oee,week,week_start
0000694993-1,2025-11-16,14,3BNEBLD2,EMD BRAU,KR6BNEB9,LATA 1/3 SR.,"BEER EMD BRAU 4,5º 33CL L P12 MP",EMD BRAU,1/3,P12,KR6BNEB9,EMD BRAU|1/3|P12|KR6BNEB9,24.44388888888889,2396.22,0.4951752043008308,2025-11-10/2025-11-16,2025-11-10
PRT9900016702-M,2025-11-16,14,3BNAULD1,AURUM,KR6BNAU7,LATA 1/3 SR.,"BEER AURUM 4,8º 33CL L P12 MP",AURUM,1/3,P12,KR6BNAU7,AURUM|1/3|P12|KR6BNAU7,0.003611111111111111,0.5,0.6923076923076923,2025-11-10/2025-11-16,2025-11-10
0000694991-1,2025-11-17,14,3BNEBL23,EMD BRAU,KR6BNEB9,LATA 1/3 SR.,"BEER EMD BRAU 4,5º 33CL L P12 P",EMD BRAU,1/3,P12,KR6BNEB9,EMD BRAU|1/3|P12|KR6BNEB9,6.348055555555556,650.76,0.5568839726994587,2025-11-17/2025-11-23,2025-11-17
0000695004-1,2025-11-17,14,EX13LTP6,ESTRELLA DAMM,KR02335,LATA 1/3 SR.,"ESTRELLA DAMM BCN 4,6 LATA1/3 C-4 P6UPHT",ESTRELLA DAMM,1/3,P6,KR02335,ESTRELLA DAMM|1/3|P6|KR02335,8.108611111111111,468.35,0.2916994964201295,2025-11-17/2025-11-23,2025-11-17
0000695008-1,2025-11-18,14,VO13L6M1,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK C. 6U.,VOLL DAMM,1/3,P6,KR00528,VOLL DAMM|1/3|P6|KR00528,16.669722222222223,669.02,0.25435496350822895,2025-11-17/2025-11-23,2025-11-17
0000695013-1,2025-11-18,14,VO13LTP6,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK C. 6U.,VOLL DAMM,1/3,P6,KR00528,VOLL DAMM|1/3|P6|KR00528,5.519722222222223,540.62,0.49464043077852143,2025-11-17/2025-11-23,2025-11-17
0000694998-1,2025-11-19,14,ED13LCMM,ESTRELLA DAMM,KR00444,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00444,ESTRELLA DAMM|1/3|UNI|KR00444,9.9325,617.39,0.34091599343983475,2025-11-17/2025-11-23,2025-11-17
0000694992-1,2025-11-22,14,3BNEBL23,EMD BRAU,KR6BNEB9,LATA 1/3 SR.,"BEER EMD BRAU 4,5º 33CL L P12 P",EMD BRAU,1/3,P12,KR6BNEB9,EMD BRAU|1/3|P12|KR6BNEB9,72.79472222222222,7715.63,0.5410584047177343,2025-11-17/2025-11-23,2025-11-17
0000697562-1,2025-11-24,14,ED13LTMW,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,3.3722222222222222,176.41,0.2655021111019124,2025-11-24/2025-11-30,2025-11-24
0000697559-1,2025-11-26,14,3BNZFLB1,LA FRÍA,KR6BNZF1,LATA 1/3 SR.,"BEER LA FRIA 4,5º 33CL L B24SH P X",LA FRÍA,1/3,P24,KR6BNZF1,LA FRÍA|1/3|P24|KR6BNZF1,51.94166666666667,5391.63,0.5242725196677737,2025-11-24/2025-11-30,2025-11-24
0000697560-1,2025-11-27,14,ED13LCMW,ESTRELLA DAMM,KR00444,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00444,ESTRELLA DAMM|1/3|UNI|KR00444,6.516111111111111,587.54,0.4553670389632535,2025-11-24/2025-11-30,2025-11-24
PRT9900016751-M,2025-11-27,14,ED13LTMW,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,12.2125,1115.35,0.4612532696463096,2025-11-24/2025-11-30,2025-11-24
0000697561-1,2025-11-28,14,ED13LTCW,ESTRELLA DAMM,KR00444,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00444,ESTRELLA DAMM|1/3|UNI|KR00444,11.730277777777777,1351.04,0.581685571526676,2025-11-24/2025-11-30,2025-11-24
0000697558-1,2025-11-29,14,3BNEBL23,EMD BRAU,KR6BNEB9,LATA 1/3 SR.,"BEER EMD BRAU 4,5º 33CL L P12 P",EMD BRAU,1/3,P12,KR6BNEB9,EMD BRAU|1/3|P12|KR6BNEB9,24.25111111111111,1231.37,0.2564372766425364,2025-11-24/2025-11-30,2025-11-24
0000700675-1,2025-12-02,14,3BNEBL23,EMD BRAU,KR6BNEB9,LATA 1/3 SR.,"BEER EMD BRAU 4,5º 33CL L P12 P",EMD BRAU,1/3,P12,KR6BNEB9,EMD BRAU|1/3|P12|KR6BNEB9,33.01,3876.27,0.5930959614235582,2025-12-01/2025-12-07,2025-12-01
0000700676-1,2025-12-04,14,3BNILLB1,SANTA ISABEL,KR6BNIL1,LATA 1/3 SR.,"B. SANTA ISABEL 4,5º 33CL L B24SH P X",SANTA ISABEL,1/3,P24,KR6BNIL1,SANTA ISABEL|1/3|P24|KR6BNIL1,35.12388888888889,3788.08,0.5446910143460449,2025-12-01/2025-12-07,2025-12-01
0000700679-1,2025-12-04,14,VO13L6M1,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK C. 6U.,VOLL DAMM,1/3,P6,KR00528,VOLL DAMM|1/3|P6|KR00528,9.805,701.63,0.36138024817270104,2025-12-01/2025-12-07,2025-12-01
0000700677-1,2025-12-05,14,ED13LCMM,ESTRELLA DAMM,KR00444,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00444,ESTRELLA DAMM|1/3|UNI|KR00444,11.27111111111111,727.32,0.3258822949526814,2025-12-01/2025-12-07,2025-12-01
0000700680-1,2025-12-05,14,VO13LTMN,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00528,VOLL DAMM|1/3|UNI|KR00528,4.464444444444444,166.34,0.18815331010452963,2025-12-01/2025-12-07,2025-12-01
0000700681-1,2025-12-05,14,VO13LTP6,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK C. 6U.,VOLL DAMM,1/3,P6,KR00528,VOLL DAMM|1/3|P6|KR00528,6.759722222222222,569.88,0.4257653585370865,2025-12-01/2025-12-07,2025-12-01
0000702160-1,2025-12-05,14,OL13LTN,ORO,KR82703,LATA 1/3 SR.,ORO 1/3 LATA,ORO,1/3,UNI,KR82703,ORO|1/3|UNI|KR82703,5.1627777777777775,203.7,0.19923598407403423,2025-12-01/2025-12-07,2025-12-01
0000705799-1,2025-12-10,14,ED13LTW,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,32.43694444444444,3641.52,0.5695691820653108,2025-12-08/2025-12-14,2025-12-08
0000704480-1,2025-12-12,14,ED13LTCW,ESTRELLA DAMM,KR00444,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00444,ESTRELLA DAMM|1/3|UNI|KR00444,30.249444444444446,4054.78,0.6789365111524507,2025-12-08/2025-12-14,2025-12-08
PRT9900016814-M,2025-12-12,14,RB13LTN,ROSA BLANCA,KR03503,LATA 1/3 SR.,ROSA BLANCA 1/3 LATA,ROSA BLANCA,1/3,UNI,KR03503,ROSA BLANCA|1/3|UNI|KR03503,3.7616666666666667,347.92,0.47061011904761907,2025-12-08/2025-12-14,2025-12-08
PRT9900016815-M,2025-12-12,14,RB13L12N,ROSA BLANCA,KR03503,LATA 1/3 SR.,ROSA BLANCA 1/3 LATA PACK 12U.,ROSA BLANCA,1/3,P12,KR03503,ROSA BLANCA|1/3|P12|KR03503,6.1563888888888885,268.78,0.22045751928890495,2025-12-08/2025-12-14,2025-12-08
PRT9900016818-M,2025-12-12,14,ED13LTCW,ESTRELLA DAMM,KR00444,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00444,ESTRELLA DAMM|1/3|UNI|KR00444,7.148055555555556,704.05,0.49741576963432166,2025-12-08/2025-12-14,2025-12-08
PRT9900016819-M,2025-12-13,14,ED13LTW,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,3.6597222222222223,293.55,0.538982023833569,2025-12-08/2025-12-14,2025-12-08
0000708382-1,2025-12-15,14,ED13LTMW,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,8.481111111111112,615.1,0.366427471411252,2025-12-15/2025-12-21,2025-12-15
0000704816-1,2025-12-16,14,ED13LCMM,ESTRELLA DAMM,KR00444,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00444,ESTRELLA DAMM|1/3|UNI|KR00444,5.3533333333333335,431.57,0.4071191365711914,2025-12-15/2025-12-21,2025-12-15
0000704818-1,2025-12-16,14,ED13LTCW,ESTRELLA DAMM,KR00444,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00444,ESTRELLA DAMM|1/3|UNI|KR00444,7.112222222222222,736.11,0.52269176691142,2025-12-15/2025-12-21,2025-12-15
0000708381-1,2025-12-16,14,ED13LCMW,ESTRELLA DAMM,KR00444,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00444,ESTRELLA DAMM|1/3|UNI|KR00444,4.456944444444445,377.49,0.42773449672795266,2025-12-15/2025-12-21,2025-12-15
0000708384-1,2025-12-16,14,VO13LTMN,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00528,VOLL DAMM|1/3|UNI|KR00528,4.445555555555556,439.6,0.4993751562109473,2025-12-15/2025-12-21,2025-12-15
0000704824-1,2025-12-17,14,SK1312MN,SKOL,KR80117,LATA 1/3 SR.,SKOL 1/3 LATA RETRACTIL 12U.,SKOL,1/3,RETR,KR80117,SKOL|1/3|RETR|KR80117,4.823888888888889,186.15,0.2044960116026106,2025-12-15/2025-12-21,2025-12-15
0000704825-1,2025-12-17,14,SK13L12,SKOL,KR80117,LATA 1/3 SR.,SKOL 1/3 LATA RETRACTIL 12U.,SKOL,1/3,RETR,KR80117,SKOL|1/3|RETR|KR80117,3.4402777777777778,201.98,0.2964876867178038,2025-12-15/2025-12-21,2025-12-15
0000708383-1,2025-12-17,14,SK13LN,SKOL,KR80117,LATA 1/3 SR.,SKOL 1/3 LATA,SKOL,1/3,UNI,KR80117,SKOL|1/3|UNI|KR80117,9.46888888888889,662.24,0.3532034733630603,2025-12-15/2025-12-21,2025-12-15
0000704815-1,2025-12-18,14,3BNEBL23,EMD BRAU,KR6BNEB9,LATA 1/3 SR.,"BEER EMD BRAU 4,5º 33CL L P12 P",EMD BRAU,1/3,P12,KR6BNEB9,EMD BRAU|1/3|P12|KR6BNEB9,14.903055555555556,1116.25,0.42475931352030144,2025-12-15/2025-12-21,2025-12-15
0000707229-1,2025-12-18,14,VO13LTP6,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK C. 6U.,VOLL DAMM,1/3,P6,KR00528,VOLL DAMM|1/3|P6|KR00528,8.06611111111111,457.99,0.2867621737034231,2025-12-15/2025-12-21,2025-12-15
PRT9900016836-M,2025-12-18,14,VO13L6M1,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK C. 6U.,VOLL DAMM,1/3,P6,KR00528,VOLL DAMM|1/3|P6|KR00528,3.5744444444444445,333.88,0.4717127758781474,2025-12-15/2025-12-21,2025-12-15
0000704823-1,2025-12-19,14,KE13LBI,KELER,KR80026,LATA 1/3 SR.,KELER 18 1/3 LATA,KELER,1/3,UNI,KR80026,KELER|1/3|UNI|KR80026,8.401666666666667,380.69,0.2288236461019639,2025-12-15/2025-12-21,2025-12-15
0000707961-1,2025-12-19,14,ED13LTW,ESTRELLA DAMM,KR00443,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00443,ESTRELLA DAMM|1/3|UNI|KR00443,25.088333333333335,2361.48,0.4754290776215259,2025-12-15/2025-12-21,2025-12-15
0000705390-1,2025-12-20,14,3BNMSLB0,MARK SPENCER,KR61500,LATA 1/3 SR.,"BEER MARK SPENCER 4,5º 33CL L B4X6 IP X",MARK SPENCER,1/3,UNI,KR61500,MARK SPENCER|1/3|UNI|KR61500,4.245277777777778,322.96,0.40772114984029995,2025-12-15/2025-12-21,2025-12-15
0000709050-1,2025-12-24,14,3BNZFLB1,LA FRÍA,KR6BNZF1,LATA 1/3 SR.,"BEER LA FRIA 4,5º 33CL L B24SH P X",LA FRÍA,1/3,P24,KR6BNZF1,LA FRÍA|1/3|P24|KR6BNZF1,41.60638888888889,3726.66,0.45511455611604057,2025-12-22/2025-12-28,2025-12-22
0000710227-1,2025-12-30,14,ED13LCMM,ESTRELLA DAMM,KR00444,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00444,ESTRELLA DAMM|1/3|UNI|KR00444,10.891111111111112,587.03,0.2722704081632653,2025-12-29/2026-01-04,2025-12-29
0000710237-1,2025-12-30,14,VO13LTMN,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00528,VOLL DAMM|1/3|UNI|KR00528,12.363611111111112,498.87,0.21971366972699305,2025-12-29/2026-01-04,2025-12-29
PRT9900016886-M,2025-12-30,14,VO13LTNN,VOLL DAMM,KR00528,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00528,VOLL DAMM|1/3|UNI|KR00528,5.750277777777778,321.68,0.28258033341386807,2025-12-29/2026-01-04,2025-12-29
0000519474-1,2025-01-03,17,VI13LN,VICTORIA,KR81115,LATA 1/3 SR.,VICTORIA 1/3 LATA,VICTORIA,1/3,UNI,KR81115,VICTORIA|1/3|UNI|KR81115,10.25388888888889,1678.4,0.5511188167091076,2024-12-30/2025-01-05,2024-12-30
0000521545-1,2025-01-03,17,VO13LTNN,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00525,VOLL DAMM|1/3|UNI|KR00525,21.595277777777778,2710.11,0.42253321842480995,2024-12-30/2025-01-05,2024-12-30
0000519472-1,2025-01-04,17,TU13LTN,TURIA MARZEN,KR00607,LATA 1/3 SR.,TURIA 1/3 LATA,TURIA MARZEN,1/3,UNI,KR00607,TURIA MARZEN|1/3|UNI|KR00607,6.474722222222222,1001.8,0.5209575700373247,2024-12-30/2025-01-05,2024-12-30
PRT9900015306-M,2025-01-04,17,VO13LTNN,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00525,VOLL DAMM|1/3|UNI|KR00525,3.272222222222222,560.17,0.5763157894736842,2024-12-30/2025-01-05,2024-12-30
0000525060-1,2025-01-07,17,KE13LTNN,KELER,KR80024,LATA 1/3 SR.,KELER 18 1/3 LATA,KELER,1/3,UNI,KR80024,KELER|1/3|UNI|KR80024,4.4511111111111115,498.28,0.37687219171243136,2025-01-06/2025-01-12,2025-01-06
0000525167-1,2025-01-07,17,KE13PL12,KELER,KR80024,LATA 1/3 SR.,KELER 18 LATA 33CL. PACK 12U.,KELER,1/3,P12,KR80024,KELER|1/3|P12|KR80024,3.257222222222222,356.87,0.36883847859457614,2025-01-06/2025-01-12,2025-01-06
0000519473-1,2025-01-08,17,TU13LTN,TURIA MARZEN,KR00607,LATA 1/3 SR.,TURIA 1/3 LATA,TURIA MARZEN,1/3,UNI,KR00607,TURIA MARZEN|1/3|UNI|KR00607,3.8480555555555553,680.06,0.5950335667364469,2025-01-06/2025-01-12,2025-01-06
0000525064-1,2025-01-08,17,VI13LN,VICTORIA,KR81115,LATA 1/3 SR.,VICTORIA 1/3 LATA,VICTORIA,1/3,UNI,KR81115,VICTORIA|1/3|UNI|KR81115,2.095,293.04,0.47083001856271545,2025-01-06/2025-01-12,2025-01-06
0000525166-1,2025-01-08,17,FDT13LT,FREE DAMM TOSTADA,KR04806,LATA 1/3 SR.,FREE DAMM TOSTADA 1/3 LATA LC,FREE DAMM TOSTADA,1/3,UNI,KR04806,FREE DAMM TOSTADA|1/3|UNI|KR04806,8.520277777777778,942.8,0.3725426270661494,2025-01-06/2025-01-12,2025-01-06
0000525168-1,2025-01-08,17,TU13LP12,TURIA MARZEN,KR00607,LATA 1/3 SR.,TURIA 33CL LATA PACK C. 12U.,TURIA MARZEN,1/3,PACK,KR00607,TURIA MARZEN|1/3|PACK|KR00607,5.668888888888889,853.46,0.5068600548804391,2025-01-06/2025-01-12,2025-01-06
0000524841-1,2025-01-09,17,VO13LTNN,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00525,VOLL DAMM|1/3|UNI|KR00525,25.853055555555557,5480.61,0.7137669091338871,2025-01-06/2025-01-12,2025-01-06
0000519463-1,2025-01-10,17,ED13LP24,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 24,ESTRELLA DAMM,1/3,P24,KR00441,ESTRELLA DAMM|1/3|P24|KR00441,4.745833333333334,544.95,0.38659642961662277,2025-01-06/2025-01-12,2025-01-06
0000519464-1,2025-01-10,17,ED13LTFW,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,1.37,182.32,0.44789132197891324,2025-01-06/2025-01-12,2025-01-06
0000519465-1,2025-01-10,17,ED13LTW,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,7.401388888888889,922.72,0.4197410395946707,2025-01-06/2025-01-12,2025-01-06
0000519468-1,2025-01-10,17,FDL13LN,FREE DAMM LIMON,KR01818,LATA 1/3 SR.,FREE DAMM LIMON 1/3 LATA,FREE DAMM LIMON,1/3,UNI,KR01818,FREE DAMM LIMON|1/3|UNI|KR01818,5.2444444444444445,765.94,0.49173728813559325,2025-01-06/2025-01-12,2025-01-06
0000519471-1,2025-01-10,17,SK13LN,SKOL,KR80115,LATA 1/3 SR.,SKOL 1/3 LATA,SKOL,1/3,UNI,KR80115,SKOL|1/3|UNI|KR80115,11.20138888888889,2418.16,0.726869187848729,2025-01-06/2025-01-12,2025-01-06
0000519460-1,2025-01-11,17,CM13LT,COMPLOT,KR05002,LATA 1/3 SR.,COMPLOT 1/3 LATA LC,COMPLOT,1/3,UNI,KR05002,COMPLOT|1/3|UNI|KR05002,1.5977777777777777,176.59,0.3720445062586926,2025-01-06/2025-01-12,2025-01-06
0000519461-1,2025-01-11,17,DL13LN,DAMM LEMON,KR00924,LATA 1/3 SR.,DAMM LEMON 1/3 LATA LC,DAMM LEMON,1/3,UNI,KR00924,DAMM LEMON|1/3|UNI|KR00924,3.895,676.79,0.5850092711453431,2025-01-06/2025-01-12,2025-01-06
0000520001-1,2025-01-14,17,FDT13LT,FREE DAMM TOSTADA,KR04806,LATA 1/3 SR.,FREE DAMM TOSTADA 1/3 LATA LC,FREE DAMM TOSTADA,1/3,UNI,KR04806,FREE DAMM TOSTADA|1/3|UNI|KR04806,8.288333333333334,1203.58,0.48890676318788123,2025-01-13/2025-01-19,2025-01-13
0000525689-1,2025-01-14,17,FD13LN,FREE DAMM,KR00036,LATA 1/3 SR.,FREE DAMM 1/3 LATA LC,FREE DAMM,1/3,UNI,KR00036,FREE DAMM|1/3|UNI|KR00036,15.235,2410.08,0.5326368376909894,2025-01-13/2025-01-19,2025-01-13
0000525691-1,2025-01-14,17,TNT13LT,TURIA MARZEN 0'0 TOSTADA,KR07200,LATA 1/3 SR.,"TURIA 0,0 TOSTADA 1/3 LATA LC",TURIA MARZEN 0'0 TOSTADA,1/3,UNI,KR07200,TURIA MARZEN 0'0 TOSTADA|1/3|UNI|KR07200,3.710277777777778,351.87,0.3193082278954855,2025-01-13/2025-01-19,2025-01-13
0000525692-1,2025-01-14,17,VNT13LT,"VICTORIA 0,0 TOSTADA",KR83601,LATA 1/3 SR.,"VICTORIA 0,0 TOSTADA 1/3 LATA CAJA24U LC","VICTORIA 0,0 TOSTADA",1/3,UNI,KR83601,"VICTORIA 0,0 TOSTADA|1/3|UNI|KR83601",2.3233333333333333,323.06,0.468077474892396,2025-01-13/2025-01-19,2025-01-13
0000525693-1,2025-01-15,17,VO13LP24,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA PACK CARTON 24U.,VOLL DAMM,1/3,PACK,KR00525,VOLL DAMM|1/3|PACK|KR00525,2.82,399.62,0.4770488573680063,2025-01-13/2025-01-19,2025-01-13
0000525696-1,2025-01-15,17,XI13LTN,XIBECA,KR00716,LATA 1/3 SR.,XIBECA 1/3 LATA,XIBECA,1/3,UNI,KR00716,XIBECA|1/3|UNI|KR00716,12.100277777777778,2267.7,0.6310002066068271,2025-01-13/2025-01-19,2025-01-13
0000525685-1,2025-01-16,17,EC13LTNN,DAURA,KR02207,LATA 1/3 SR.,DAURA DAMM 1/3 LATA LC,DAURA,1/3,UNI,KR02207,DAURA|1/3|UNI|KR02207,4.115555555555556,559.13,0.4574109071274299,2025-01-13/2025-01-19,2025-01-13
0000525686-1,2025-01-16,17,ED13LTFW,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,1.6680555555555556,299.92,0.6053288925895087,2025-01-13/2025-01-19,2025-01-13
0000525694-1,2025-01-16,17,VO13LTNN,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00525,VOLL DAMM|1/3|UNI|KR00525,26.384166666666665,4179.97,0.5334386186565593,2025-01-13/2025-01-19,2025-01-13
0000525687-1,2025-01-17,17,ED13LTW,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,14.1575,2909.12,0.6918594384601802,2025-01-13/2025-01-19,2025-01-13
0000525688-1,2025-01-17,17,ED13P24M,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,ESTRELLA DAMM 1/3 LATA PACK 24,ESTRELLA DAMM,1/3,P24,KR00441,ESTRELLA DAMM|1/3|P24|KR00441,4.723888888888889,938.68,0.6689991767611431,2025-01-13/2025-01-19,2025-01-13
PRT9900015353-M,2025-01-17,17,ED13P24M,ESTRELLA DAMM,KR00441,LATA 1/3 SR.,,ESTRELLA DAMM,1/3,UNI,KR00441,ESTRELLA DAMM|1/3|UNI|KR00441,0.0011111111111111111,0.0,,2025-01-13/2025-01-19,2025-01-13
0000525684-1,2025-01-18,17,DL13LN,DAMM LEMON,KR00924,LATA 1/3 SR.,DAMM LEMON 1/3 LATA LC,DAMM LEMON,1/3,UNI,KR00924,DAMM LEMON|1/3|UNI|KR00924,12.223888888888888,1929.43,0.5314502567831659,2025-01-13/2025-01-19,2025-01-13
0000528571-1,2025-01-20,17,FD13LN,FREE DAMM,KR00036,LATA 1/3 SR.,FREE DAMM 1/3 LATA LC,FREE DAMM,1/3,UNI,KR00036,FREE DAMM|1/3|UNI|KR00036,9.854166666666666,934.72,0.31935165609584215,2025-01-20/2025-01-26,2025-01-20
0000528573-1,2025-01-21,17,FDT13LT,FREE DAMM TOSTADA,KR04806,LATA 1/3 SR.,FREE DAMM TOSTADA 1/3 LATA LC,FREE DAMM TOSTADA,1/3,UNI,KR04806,FREE DAMM TOSTADA|1/3|UNI|KR04806,6.700555555555556,820.87,0.41244507088964427,2025-01-20/2025-01-26,2025-01-20
0000528574-1,2025-01-21,17,KE13LTNN,KELER,KR80024,LATA 1/3 SR.,KELER 18 1/3 LATA,KELER,1/3,UNI,KR80024,KELER|1/3|UNI|KR80024,4.588888888888889,805.38,0.5909200968523002,2025-01-20/2025-01-26,2025-01-20
0000528578-1,2025-01-21,17,TU13LTN,TURIA MARZEN,KR00607,LATA 1/3 SR.,TURIA 1/3 LATA,TURIA MARZEN,1/3,UNI,KR00607,TURIA MARZEN|1/3|UNI|KR00607,8.555833333333334,1290.45,0.5078081880458427,2025-01-20/2025-01-26,2025-01-20
0000528581-1,2025-01-21,17,VO13LTFN,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00525,VOLL DAMM|1/3|UNI|KR00525,1.3377777777777777,244.15,0.6144102990033223,2025-01-20/2025-01-26,2025-01-20
0000528582-1,2025-01-22,17,VO13LTNN,VOLL DAMM,KR00525,LATA 1/3 SR.,VOLL DAMM 1/3 LATA LC,VOLL DAMM,1/3,UNI,KR00525,VOLL DAMM|1/3|UNI|KR00525,20.755,4503.05,0.7305067052115956,2025-01-20/2025-01-26,2025-01-20
0000528575-1,2025-01-23,17,LC1324MM,ESTRELLA LEVANTE,KR00339,LATA 1/3 SR.,E. LEVANTE CLASICA 1/3 LATA PACK 24U.,ESTRELLA LEVANTE,1/3,P24,KR00339,ESTRELLA LEVANTE|1/3|P24|KR00339,4.425277777777778,404.74,0.307890276818781,2025-01-20/2025-01-26,2025-01-20
0000528579-1,2025-01-23,17,VI1324MM,VICTORIA,KR81115,LATA 1/3 SR.,VICTORIA 1/3 LATA RETRACT.24U LC PR.SEL.,VICTORIA,1/3,RETR,KR81115,VICTORIA|1/3|RETR|KR81115,9.740277777777777,1436.46,0.49653500641665477,2025-01-20/2025-01-26,2025-01-20
PRT9900015375-M,2025-01-23,17,VI13LN,VICTORIA,KR81115,LATA 1/3 SR.,VICTORIA 1/3 LATA,VICTORIA,1/3,UNI,KR81115,VICTORIA|1/3|UNI|KR81115,9.199722222222222,2026.58,0.741689060660044,2025-01-20/2025-01-26,2025-01-20
0000528565-1,2025-01-24,17,CB13LTN,CARLSBERG,KR04503,LATA 1/3 SR.,CARLSBERG 1/3 LATA BANDEJA 24U.,CARLSBERG,1/3,UNI,KR04503,CARLSBERG|1/3|UNI|KR04503,3.3233333333333333,441.18,0.44692410565028423,2025-01-20/2025-01-26,2025-01-20
0000528576-1,2025-01-24,17,LC13LTNN,ESTRELLA LEVANTE,KR00339,LATA 1/3 SR.,E. LEVANTE CLASICA 1/3 LATA LC,ESTRELLA LEVANTE,1/3,UNI,KR00339,ESTRELLA LEVANTE|1/3|UNI|KR00339,10.661111111111111,1833.94,0.5791818655549765,2025-01-20/2025-01-26,2025-01-20
